"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","Entrez"
"205204_at",-1.06011091656288,6.66080620539494,-4.46952570464208,2.21178961260529e-05,0.000230886510374917,2.18589846883784,"NMB","4828"
"219471_at",-1.16374367071645,5.90022613826253,-4.46669799620749,2.23595942579105e-05,0.000233231443131865,2.1755291786361,"RUBCNL","80183"
"226610_at",-1.69078123064424,6.50758025703068,-4.46650794763141,2.23759299228168e-05,0.000233283150408131,2.17483241585175,"CENPV","201161"
"210084_x_at",1.57829255820607,5.47975357062921,4.46542717615099,2.24690475249398e-05,0.000234075412782681,2.1708704150091,"TPSAB1","7177"
"225344_at",-1.02949734487277,11.2823146166647,-4.46099404398278,2.2854935428505e-05,0.000237371776167786,2.1546254325609,"NCOA7","135112"
"218775_s_at",1.20164843644001,6.70040543198381,4.45999292512253,2.29429620030671e-05,0.000237924434490077,2.15095831862474,"WWC2","80014"
"201195_s_at",-1.07029808887207,8.73729318498545,-4.45840899678449,2.308290398153e-05,0.000239180941928831,2.14515744458199,"SLC7A5","8140"
"201438_at",1.08578750249697,12.6302200301181,4.45822435924735,2.30992705415531e-05,0.000239242861653408,2.14448132647688,"COL6A3","1293"
"210145_at",-1.95238070541979,4.6492858384472,-4.45600824035008,2.32965884160029e-05,0.000240557368776072,2.13636759812904,"PLA2G4A","5321"
"212472_at",1.08307157596246,6.34934131221039,4.45471344045194,2.34126274571998e-05,0.000241573069012335,2.13162823393246,"MICAL2","9645"
"204114_at",1.18066767253799,8.48311391946186,4.45410314957943,2.34675148672548e-05,0.000242017600507273,2.12939468953553,"NID2","22795"
"1561443_at",1.33178814017525,2.8520826024398,4.45232415863978,2.36282218406198e-05,0.000243394072827574,2.12288505623047,"LOC101928535","101928535"
"220196_at",-2.31144913092443,5.29376802618951,-4.45224166978015,2.36356993098217e-05,0.000243394072827574,2.12258325591379,"MUC16","94025"
"1564307_a_at",-1.8206152895194,3.53040030209985,-4.45216625949866,2.36425371200914e-05,0.000243394072827574,2.12230735699503,"A2ML1","144568"
"212325_at",1.45330299973888,7.90941861557065,4.44968208472495,2.38688613526749e-05,0.000245292930051399,2.11322034215713,"LIMCH1","22998"
"201387_s_at",-2.2105113486621,5.68868354946004,-4.44405709044473,2.43891016074521e-05,0.000249950193029734,2.09265640219379,"UCHL1","7345"
"219684_at",-2.08611355638605,7.38121279270748,-4.44143575812735,2.46352694700659e-05,0.000252220871248585,2.08307902157699,"RTP4","64108"
"205097_at",-1.20362659839045,9.66075172465489,-4.43410820514895,2.53362031248997e-05,0.000258622273570671,2.05632618776555,"SLC26A2","1836"
"234351_x_at",-1.16614355267236,8.41307036229562,-4.43172971923746,2.55678379203472e-05,0.000260467981636252,2.04764848740041,"TRPS1","7227"
"211726_s_at",-1.87655258786274,5.89862040289259,-4.42350855784898,2.63843436961577e-05,0.00026732484035514,2.01767747438984,"FMO2","2327"
"228101_at",-1.26454428743723,3.04832555036738,-4.41962229085972,2.67790341360381e-05,0.000270989021647114,2.00352226009418,"APBA1","320"
"1554768_a_at",-1.16410837806138,7.67824336219362,-4.41892815776382,2.68501283989928e-05,0.000271574411660656,2.00099482003107,"MAD2L1","4085"
"1552344_s_at",-1.15279036548436,4.87020920893176,-4.41817686112643,2.69272829512915e-05,0.000272220490664388,1.99825952896845,"CNOT7","29883"
"220041_at",-1.11589443096771,4.10605603849774,-4.4178234284845,2.69636528296555e-05,0.000272520981175054,1.99697286961174,"PIGZ","80235"
"215729_s_at",-2.85559419635593,8.18085037140546,-4.41650203837874,2.71000509767494e-05,0.000273629768591635,1.99216298530816,"VGLL1","51442"
"223796_at",-1.44672528181758,5.16340420803161,-4.41473756966415,2.72832248879954e-05,0.000275208204995662,1.98574174086833,"CNTNAP3","79937"
"1555203_s_at",1.59063879532594,3.58473575249699,4.4121104330993,2.75581725957276e-05,0.000277640125089734,1.97618416343807,"SLC44A4","80736"
"207741_x_at",1.51308561546253,4.38727451804202,4.4102043693825,2.77593286896077e-05,0.00027952935009545,1.96925217424761,"TPSAB1","7177"
"209758_s_at",1.93605006360232,8.31363613065609,4.40959806630793,2.78236116034494e-05,0.000279970397592107,1.96704757339563,"MFAP5","8076"
"225664_at",1.29337625488515,11.9965527390183,4.40952157395252,2.78317318673578e-05,0.000279983398795176,1.96676945071054,"COL12A1","1303"
"1438_at",-1.488391438616,5.35159129036265,-4.40941411213291,2.78431436504137e-05,0.000280029497729106,1.96637872976806,"EPHB3","2049"
"202074_s_at",-1.05807777888216,9.75480084487745,-4.40823270729332,2.79688999422756e-05,0.000281059312707222,1.96208366177405,"OPTN","10133"
"221795_at",-1.99823999329237,3.45496285653779,-4.4077003501978,2.80257466004504e-05,0.000281382887758293,1.96014848989524,"NTRK2","4915"
"212274_at",-1.24177896483113,8.85190186833395,-4.40647521061243,2.81569949164121e-05,0.000282631436854972,1.95569556009722,"LPIN1","23175"
"214051_at",-1.49381353286266,7.69154004507414,-4.40548284195419,2.82637417049973e-05,0.000283633496052792,1.95208925596534,"TMSB15B","286527"
"208084_at",1.81534322953933,4.93896398516323,4.40525482256148,2.82883243935661e-05,0.000283810729981352,1.95126069966312,"ITGB6","3694"
"226213_at",1.02078790818308,10.0057591915586,4.40422247628142,2.83998799344581e-05,0.000284585510237395,1.94750980147655,"ERBB3","2065"
"218529_at",-1.26403430816251,5.97397398623592,-4.40164083828411,2.86807154278783e-05,0.000287115247901544,1.93813225063756,"CD320","51293"
"213680_at",-3.26480958642404,6.37350750632496,-4.39555592350569,2.93532963107665e-05,0.000293061251990911,1.91604353229553,"KRT6B","3854"
"205475_at",-2.60751763974395,5.03213059741265,-4.39366760584053,2.95650960404209e-05,0.000294960388817864,1.90919283400647,"SCRG1","11341"
"205239_at",1.93998696530093,5.50954963119878,4.39041281608727,2.99336327093242e-05,0.000298183770329857,1.89738916048512,"AREG","374"
"213004_at",1.18407608492645,6.16337564881963,4.39036488137873,2.99390933188963e-05,0.000298183770329857,1.89721536521501,"ANGPTL2","23452"
"222880_at",-1.45110094061989,3.01662820718067,-4.38853854232131,3.01478636143501e-05,0.000299971608746133,1.89059458983324,"AKT3","10000"
"225165_at",2.8428365061517,7.27928137458412,4.38342864209024,3.07394765370817e-05,0.000305043924473983,1.87207991587977,"PPP1R1B","84152"
"235609_at",-1.33215625332744,6.55529627609384,-4.37817342822168,3.13596000707663e-05,0.000310296583325701,1.85305341123366,"BRIP1","83990"
"1555772_a_at",-1.26646107640462,4.34978857469848,-4.37678691714887,3.15252136849106e-05,0.000311709636348221,1.84803603225455,"CDC25A","993"
"223217_s_at",1.02973497984212,8.88152129888896,4.37598305745779,3.16216181044167e-05,0.000312512130333454,1.84512757409448,"NFKBIZ","64332"
"235079_at",1.30836118252707,8.71913073931935,4.37493319751873,3.17479532380595e-05,0.000313458481717648,1.84132958404837,"ZNF704","619279"
"219051_x_at",1.19702335838953,4.81919231195538,4.37439525492641,3.18128753455791e-05,0.000314023866314426,1.83938374513735,"METRN","79006"
"218261_at",1.34568982618041,6.76730479383598,4.37273146588306,3.20144835109137e-05,0.000315709928302431,1.8333664992379,"AP1M2","10053"
"219298_at",-1.1556756335659,8.04248549376411,-4.371523906916,3.21615802638551e-05,0.000316855703301085,1.82900018874198,"ECHDC3","79746"
"228915_at",1.41901666275887,3.26617082315501,4.36930035958771,3.2434146436416e-05,0.000318927995318657,1.82096231534972,"DACH1","1602"
"224959_at",-1.02464081273343,8.69434957211761,-4.3685189333948,3.25304634303137e-05,0.000319563438456413,1.81813818299377,"SLC26A2","1836"
"238018_at",-1.48661435539269,4.43781294819497,-4.36609566102627,3.28309098797286e-05,0.00032205708820775,1.8093823989695,"ALKAL2","285016"
"214239_x_at",1.23961360054811,7.35383131010507,4.35667045026425,3.40251531743363e-05,0.000332103637410256,1.77535743364013,"PCGF2","7703"
"203074_at",-2.08923311657796,7.51098922666145,-4.3525639685517,3.45584881973785e-05,0.000337068565662537,1.76054813864159,"ANXA8L1","728113"
"218162_at",1.20714054711593,8.07628279066753,4.34813384993406,3.51429003484243e-05,0.000342117636725259,1.74458198790953,"OLFML3","56944"
"210732_s_at",1.49807712319025,5.28235111867383,4.34409438956545,3.56840806544963e-05,0.000346071438778847,1.73003308340176,"LGALS8","3964"
"201110_s_at",1.25453120218875,10.4387881059831,4.34043736663797,3.61809525250087e-05,0.000349979659668662,1.7168692727662,"THBS1","7057"
"226064_s_at",-1.51397141631485,7.55907281565008,-4.33714102020674,3.66345345587126e-05,0.00035361639713876,1.70501000541876,"DGAT2","84649"
"221796_at",-1.90910270266285,3.36094265004426,-4.33698988913344,3.66554613900106e-05,0.000353735123284537,1.70446642330918,"NTRK2","4915"
"228584_at",-1.13024880931324,5.76937773346442,-4.32923865383442,3.77443605718876e-05,0.000362876848977651,1.676603833849,"SGCB","6443"
"1553798_a_at",-1.54529487761514,2.92080001846862,-4.32903506149253,3.77733777580454e-05,0.00036307069423134,1.67587244375637,"FBXL13","222235"
"221245_s_at",-1.00883788267476,5.25921509763325,-4.32523174596895,3.83194207751e-05,0.000367457794542142,1.66221349260929,"FZD5","7855"
"221577_x_at",1.56790966543784,3.64545635913572,4.3247481084218,3.83893999574648e-05,0.000367956745174354,1.66047715971822,"GDF15","9518"
"214078_at",-1.15927423705312,3.37068096213247,-4.32096966364944,3.89403751092277e-05,0.000372802040854255,1.64691637817008,"PAK3","5063"
"224848_at",-1.13288945773391,7.0861177748598,-4.32076846125878,3.89699274278276e-05,0.000372997876809207,1.64619448537535,"CDK6","1021"
"203792_x_at",1.04826895036632,4.73004325122484,4.31982975389862,3.91080895056642e-05,0.000374232929309278,1.64282679667845,"PCGF2","7703"
"210136_at",-1.22255158029551,8.27387162837589,-4.31839681730196,3.93199052100905e-05,0.000375996593571491,1.63768695308352,"MBP","4155"
"209228_x_at",-1.50905545194188,9.01091334032295,-4.31789662728824,3.9394103112588e-05,0.000376355033557446,1.63589307179884,"TUSC3","7991"
"203440_at",1.11330301482897,4.57039055221836,4.31646801297229,3.96067672327419e-05,0.000378210499210841,1.63077024647994,"CDH2","1000"
"230708_at",-1.34715666599183,7.7960582975192,-4.31564003833985,3.97305261639469e-05,0.000379039203077357,1.62780175013914,"PRICKLE1","144165"
"209686_at",-1.95119384002356,4.44722698943918,-4.31381602737336,4.00044815041572e-05,0.000381120761988026,1.62126354312463,"S100B","6285"
"239135_at",1.01747924193209,4.83754531697382,4.3118548401173,4.03010718293292e-05,0.000383678929484517,1.61423566504052,"CPPED1","55313"
"213484_at",-1.14225682957257,2.53964267194887,-4.30511933644941,4.13359123930201e-05,0.000391893121795005,1.59011522807118,"ADD2","119"
"230563_at",-1.86449602302711,7.14973198926904,-4.29609083540726,4.27633032229752e-05,0.000403095743759742,1.55782258343371,"RASGEF1A","221002"
"228462_at",1.85267158682647,8.95028998837693,4.29547742604137,4.28619869732999e-05,0.000403654780398068,1.55563020689706,"IRX2","153572"
"210664_s_at",1.35242243601224,5.52626585008833,4.29102576639791,4.35847644878532e-05,0.000409896716298149,1.539725832652,"TFPI","7035"
"213790_at",1.22275157365366,7.82522969223187,4.28877217825919,4.39551246617265e-05,0.000413095560767691,1.53167865229793,"ADAM12","8038"
"235463_s_at",1.21465339127991,6.91006062406244,4.28621102659305,4.43797130386757e-05,0.00041679930220748,1.52253662759566,"CERS6","253782"
"220253_s_at",-1.25885569123309,5.35400493902214,-4.279919811813,4.54395181385856e-05,0.000425000456604599,1.50009558039537,"LRP12","29967"
"1559005_s_at",-1.23655038954879,4.27925253979783,-4.27898514244474,4.55990366998563e-05,0.000426297971007959,1.49676344528786,"CNTLN","54875"
"232737_s_at",1.34454719273512,2.7177882792971,4.2776408504915,4.58294113890921e-05,0.000428256423108098,1.49197183881099,"ENPP3","5169"
"201820_at",-2.70282850479576,4.65097747997067,-4.27548720457493,4.6200826399629e-05,0.000431333944829323,1.48429745506251,"KRT5","3852"
"230130_at",1.25472916767904,6.83500282806748,4.27395260606345,4.64672490789398e-05,0.000433229440935163,1.47883058039295,"SLIT2","9353"
"205011_at",1.41408399271183,5.57997354985039,4.27159524841119,4.68793970977333e-05,0.000436575698068466,1.4704352469603,"VWA5A","4013"
"227176_at",1.02789160615554,5.63874229188861,4.27124926536899,4.69401825585748e-05,0.000436943302073054,1.46920334647231,"SLC2A13","114134"
"238795_at",-1.2102323012841,3.74524979157451,-4.27094768018566,4.69932297352877e-05,0.000437337810273658,1.4681295824449,"TASOR2","54906"
"220187_at",1.17172132036917,3.08566914458882,4.27084681057916,4.70109850305356e-05,0.000437403773585678,1.46777045754039,"STEAP4","79689"
"205632_s_at",1.33963660121467,3.37649567901281,4.26790673011577,4.75313534620908e-05,0.000441344116249903,1.45730540988591,"PIP5K1B","8395"
"230518_at",-1.06591460193514,7.01988248780483,-4.2677190300112,4.75647624975894e-05,0.000441554340378346,1.45663746550272,"MPZL2","10205"
"209710_at",1.1740561001155,5.85685529412567,4.265844043502,4.7899738343423e-05,0.000444060789290915,1.4499662672299,"GATA2","2624"
"229218_at",1.52000310713749,10.7944105667407,4.26435485629617,4.81674073112569e-05,0.000446227602482696,1.4446691372767,"COL1A2","1278"
"219302_s_at",1.0632004217094,3.20178744679333,4.26422182961879,4.81913877261592e-05,0.000446227602482696,1.44419601336587,"CNTNAP2","26047"
"213456_at",-1.83815937733088,3.84942309966582,-4.26418093315084,4.81987623499136e-05,0.000446227602482696,1.44405056259152,"SOSTDC1","25928"
"222847_s_at",1.61941510543563,4.67267988993117,4.25828265357148,4.92738265728928e-05,0.000454845561637753,1.42308273819475,"EGLN3","112399"
"204622_x_at",1.23311781321165,5.27138144456494,4.25593789556394,4.97075838286865e-05,0.000457818905505719,1.41475273796003,"NR4A2","4929"
"203682_s_at",1.03276110323363,3.80101858777237,4.25529887970967,4.98264317425764e-05,0.00045850157252527,1.41248309906082,"IVD","3712"
"205109_s_at",-1.0454082313012,3.44921968523557,-4.25433740526452,5.00057682179026e-05,0.000459842233686225,1.40906859042595,"ARHGEF4","50649"
"219700_at",1.13623808878693,7.25890567997448,4.25159146877561,5.05213762991307e-05,0.000463751626095714,1.39931972089577,"PLXDC1","57125"
"224327_s_at",-1.38165809636043,6.53664470766029,-4.25112937186349,5.06086466314268e-05,0.000464382828250799,1.39767955743845,"DGAT2","84649"
"227443_at",1.58501493780594,5.11313987900539,4.25103675871293,5.06261547478808e-05,0.000464401532277875,1.39735085135191,"LURAP1L","286343"
"204464_s_at",1.12807201510163,7.59943012287301,4.25065421709399,5.06985344164662e-05,0.000464961463925919,1.39599317103863,"EDNRA","1909"
"217897_at",-1.30728465167603,6.66805656948868,-4.24898129880991,5.10162352759641e-05,0.000467410289298721,1.39005677036749,"FXYD6","53826"
"221920_s_at",-1.48703541074948,7.30906998276493,-4.24780484217407,5.12408012732824e-05,0.000468885921760695,1.38588301654791,"SLC25A37","51312"
"219049_at",1.12839612076109,6.9744407169021,4.24735088824352,5.13277077921472e-05,0.000469471632904128,1.38427271641283,"CSGALNACT1","55790"
"201562_s_at",1.07997076155056,6.64371101773927,4.24660250574002,5.14712907062301e-05,0.000470679929553581,1.38161824856656,"SORD","6652"
"223767_at",-1.18345857376369,4.04530889818287,-4.24389762455768,5.19934749823061e-05,0.000474397073470067,1.37202681272137,"GPR84","53831"
"204988_at",2.41465007433676,3.02893312025015,4.24325368041719,5.21185397533695e-05,0.000475009691942024,1.3697440081835,"FGB","2244"
"211896_s_at",1.35665821166909,11.8907725063564,4.24220349366501,5.23231253123118e-05,0.000476662392869592,1.36602155791354,"DCN","1634"
"226122_at",-1.56960496442422,4.81485247687695,-4.24060348774523,5.26363076430385e-05,0.000479089713339656,1.36035142903767,"PLEKHG1","57480"
"221078_s_at",-1.11540324209096,4.41582814374624,-4.23941992934477,5.28691358220989e-05,0.000480568841775514,1.35615803793346,"CCDC88A","55704"
"229430_at",-1.85401152758733,4.73442216792563,-4.23781059342136,5.31873137555155e-05,0.000483139701646246,1.35045736217902,"VXN","254778"
"209800_at",-2.4489622641388,6.07680633651681,-4.23448171477701,5.38513192407595e-05,0.000488522011979669,1.33867024411743,"KRT16","3868"
"223233_s_at",-1.21732119971378,6.31252113727012,-4.22991893397695,5.47744271513799e-05,0.000495689828054553,1.32252415710059,"CGN","57530"
"223821_s_at",-1.45179689813338,4.19000692691363,-4.22945853029039,5.48684141407123e-05,0.000496430814965968,1.32089559947101,"SUSD4","55061"
"223126_s_at",1.25149507478471,6.14078690455195,4.22820778215462,5.51245267264298e-05,0.000498567076777211,1.31647200706204,"C1orf21","81563"
"44790_s_at",-1.20589537043024,6.57254165677015,-4.22803292618198,5.5160423103064e-05,0.000498742665693062,1.31585365407981,"RUBCNL","80183"
"226121_at",1.11533466158993,6.27390767598745,4.22786845622216,5.51942078583273e-05,0.00049893811706853,1.31527204544023,"DHRS13","147015"
"224210_s_at",1.16651363318821,3.72124828034755,4.22740858764047,5.52887779451389e-05,0.000499682841274516,1.31364591108268,"PXMP4","11264"
"226660_at",1.17952712383145,8.75294136432375,4.22589877197787,5.56003632333902e-05,0.000502277438647705,1.30830791166368,"RPS6KB1","6198"
"201069_at",1.31582896018944,10.0740755330757,4.22319409194985,5.61627671013393e-05,0.000506354024235557,1.29874864227477,"MMP2","4313"
"209016_s_at",1.37169023750785,10.0015867919785,4.22313158800556,5.61758285117636e-05,0.000506360446756728,1.29852778055793,"KRT7","3855"
"229584_at",1.01498543200428,4.35579334439381,4.22084980662832,5.66546575371994e-05,0.000510227888788782,1.290466466349,"LRRK2","120892"
"219911_s_at",-1.20963817711026,3.41345333616262,-4.21718201498456,5.74325813131458e-05,0.000515422535382848,1.277514663873,"SLCO4A1","28231"
"236635_at",-1.1282307163522,5.90367331717811,-4.21646686677204,5.75854542738668e-05,0.0005162295511687,1.27499019796631,"ZNF667","63934"
"207847_s_at",2.00989907683324,8.49960319780024,4.21417599381056,5.80778013335757e-05,0.00052018832806508,1.26690538372722,"MUC1","4582"
"221018_s_at",1.11473324836886,2.74068884600389,4.2109678103004,5.87741073191465e-05,0.000525621264234303,1.25558823398839,"TDRD1","56165"
"200632_s_at",-1.35231284365094,11.1047210944844,-4.20966857681387,5.90583729683292e-05,0.00052781811795845,1.25100672859098,"NDRG1","10397"
"1560703_at",1.1462982823591,4.08518623378126,4.2028917970723,6.05626741822256e-05,0.000538951066464129,1.22712515792846,"LYRM9","201229"
"235599_at",-1.13443719213828,3.99869276126922,-4.20275394095085,6.05936546356379e-05,0.000538954927262407,1.22663961878692,"LINC01139","339535"
"203158_s_at",-1.03014761459675,5.80951240440773,-4.19408323793432,6.25731605423272e-05,0.000554636808231212,1.19612243504653,"GLS","2744"
"219405_at",1.20760777418313,5.5367924765057,4.19306225935724,6.2810300996127e-05,0.000556498181081502,1.1925318329049,"TRIM68","55128"
"203766_s_at",1.03575853180894,4.14315487975704,4.19252467361654,6.29355120307238e-05,0.000557246325914014,1.19064147634916,"LMOD1","25802"
"205549_at",-1.5543143682134,4.59848923134068,-4.18856907034018,6.38642365567855e-05,0.000564494321141288,1.17673711668011,"PCP4","5121"
"226611_s_at",-1.81631310105672,7.16664364660509,-4.18816580859453,6.39596541923543e-05,0.000564864092729834,1.17532010913508,"CENPV","201161"
"224851_at",-1.32046088712529,9.24159268145546,-4.18722405889506,6.41830202436008e-05,0.000566457288434913,1.17201128760334,"CDK6","1021"
"219073_s_at",1.14954991519713,6.70827375802792,4.18685204623659,6.42714614897522e-05,0.000566980159637652,1.17070436649236,"OSBPL10","114884"
"227566_at",1.5835623271716,6.7982348276453,4.18367299219213,6.50320362080282e-05,0.000572717700316578,1.15953921497643,"NTM","50863"
"214264_s_at",1.03486399606709,6.79982395524662,4.18261989672989,6.52858877380476e-05,0.000574459772706203,1.15584190865299,"EFCAB11","90141"
"204720_s_at",-1.57298422502029,5.01432900956587,-4.1823887930176,6.53417232842072e-05,0.00057482772399606,1.155030612591,"DNAJC6","9829"
"203497_at",1.11141377732398,11.2925049602986,4.1799790020051,6.59266806672622e-05,0.000579104030437108,1.14657278681422,"MED1","5469"
"226989_at",1.19257075258031,6.92650022219574,4.1688540903691,6.86930742938414e-05,0.000598786313423613,1.10756979466529,"RGMB","285704"
"204915_s_at",1.85141201017639,4.85616146523055,4.16771588103873,6.89823208900139e-05,0.000600924386185284,1.10358331655549,"SOX11","6664"
"216248_s_at",1.23848213460063,6.53499846598337,4.16701040118667,6.91621878098494e-05,0.000602235368221505,1.10111280734061,"NR4A2","4929"
"219974_x_at",-1.20355935745732,8.23357544244764,-4.16675516332811,6.92273734479243e-05,0.000602547064499827,1.10021906388073,"ECHDC1","55862"
"204333_s_at",1.03252076605915,7.56629560617914,4.16516464836024,6.9634910525882e-05,0.000605451626633432,1.09465054046204,"AGA","175"
"205499_at",1.2367462207259,5.86913748999072,4.16429535383699,6.98586232431891e-05,0.000607010592808588,1.0916076808679,"SRPX2","27286"
"229797_at",-1.32974289644374,5.53975712108844,-4.16373908970996,7.00021399940247e-05,0.000608128760236227,1.08966077301782,"MCOLN3","55283"
"215172_at",-1.28713397353646,4.9432206687798,-4.16299509776391,7.0194533814715e-05,0.000609541860342773,1.08705710034071,"PTPN20","26095"
"216238_s_at",2.24449814014523,2.75892779526168,4.16174974085459,7.05177169370586e-05,0.000611959463552836,1.08269956127295,"FGB","2244"
"206533_at",-1.01982589358421,3.88303093637295,-4.15969880808726,7.10530749716822e-05,0.000615953548866566,1.07552522598454,"CHRNA5","1138"
"223122_s_at",1.56486900527973,10.8475859973579,4.15759876507062,7.16052993581354e-05,0.000619561868512552,1.06818159711808,"SFRP2","6423"
"235944_at",1.25570357506705,6.23962171492635,4.15698063058165,7.17686273851446e-05,0.000620582201033418,1.06602052774501,"HMCN1","83872"
"205336_at",1.66290532294406,2.56556984624139,4.15606291570443,7.2011773315905e-05,0.000622553395118146,1.06281249505863,"PVALB","5816"
"212276_at",-1.1839109531519,8.60865958872159,-4.15509101463317,7.22701388785784e-05,0.000624260538145614,1.05941557188802,"LPIN1","23175"
"201108_s_at",1.25536300719748,8.50760000211699,4.15126965297917,7.32946558496255e-05,0.00063176143256317,1.0460646630018,"THBS1","7057"
"232170_at",2.35351515415115,2.79967834810958,4.14825709195529,7.41121557130714e-05,0.00063695133784506,1.03554541978597,"S100A7A","338324"
"236471_at",-1.15585426285308,6.52109878885504,-4.14633823151333,7.46374251351309e-05,0.000640794175092317,1.02884787378876,"NFE2L3","9603"
"200824_at",-1.08901789645705,10.1511616184307,-4.14507977627881,7.49838554398914e-05,0.000643095170143758,1.02445654072232,"GSTP1","2950"
"239058_at",-1.32017885801987,3.08205432554568,-4.13787481270108,7.69971928437371e-05,0.000657611517468152,0.99933263896267,"FOXC2","2303"
"242871_at",-1.04792669128128,4.91425696325789,-4.13604789188926,7.75158986894298e-05,0.000661077768273998,0.992966870924326,"PAQR5","54852"
"219143_s_at",-1.06035039340287,5.83891249849949,-4.132816810227,7.8441508388126e-05,0.000667721737584953,0.981713123730265,"RPP25","54913"
"203699_s_at",1.70730998722195,4.06289096049653,4.12794770157843,7.98564475172617e-05,0.000676815579577883,0.964765569942144,"DIO2","1734"
"201893_x_at",1.27208213240318,12.1342862419644,4.12766655068504,7.99388928513428e-05,0.00067708402665604,0.96378740670123,"DCN","1634"
"1553410_a_at",1.2063413313996,2.5700651545601,4.12526125440256,8.06475769200514e-05,0.000681970147252998,0.955420912809488,"ABCC12","94160"
"228716_at",1.01486755771697,4.42154087977538,4.1212501588643,8.18428266324313e-05,0.000690795237389093,0.941476310362423,"THRB","7068"
"226933_s_at",-1.96215973269498,4.26661466885907,-4.12101289772338,8.19140574461285e-05,0.000691111936526966,0.940651762028059,"ID4","3400"
"206216_at",1.20491795841185,4.52351859459241,4.11972065425433,8.23030626762296e-05,0.000693965614224989,0.936161429527677,"SRPK3","26576"
"212560_at",1.02611760584154,8.57725547211706,4.11601998828057,8.34269171554658e-05,0.000701615373413438,0.923307579529322,"SORL1","6653"
"205487_s_at",-1.80595176903889,4.9866954002081,-4.1139020452385,8.40767298276226e-05,0.000706451276608983,0.915954713150935,"VGLL1","51442"
"204678_s_at",1.23035068931242,7.52447399347323,4.11364107489946,8.41571344610643e-05,0.000706747454881705,0.91504888204886,"KCNK1","3775"
"209897_s_at",1.05503708243485,6.48545285704032,4.11361981775752,8.41636870107152e-05,0.000706747454881705,0.91497510000069,"SLIT2","9353"
"223366_at",1.14888669961375,7.93356855260503,4.11290727678004,8.43836126057601e-05,0.000708304125135432,0.912502071952837,"ZNF704","619279"
"203700_s_at",1.18526812845205,5.3533836743662,4.11074328859371,8.5054914805355e-05,0.000713208942061099,0.904993287839065,"DIO2","1734"
"219612_s_at",2.69239971370616,2.96113653718012,4.1098555440294,8.53317873785894e-05,0.000715091888344917,0.901913705195575,"FGG","2266"
"1554213_at",-1.02729354004168,4.7627470735151,-4.10908292434281,8.55734585476754e-05,0.000716677715336782,0.899233862842806,"ARHGEF10","9639"
"1556051_a_at",-1.13290306753666,6.15391026457417,-4.10643013354967,8.64082484271292e-05,0.000722341247401836,0.890035259984942,"BICD1","636"
"214596_at",-1.16316916990987,3.29802816273525,-4.10543000395017,8.67249977314711e-05,0.000724546007942388,0.886568353147104,"CHRM3","1131"
"201148_s_at",1.11036236688031,8.0745623325813,4.10507840971102,8.68366151180772e-05,0.000725239686250522,0.885349704790205,"TIMP3","7078"
"213707_s_at",-1.38587153038146,3.93551430982006,-4.10133385765652,8.80339514008533e-05,0.00073368783399199,0.872375306272077,"DLX5","1749"
"239594_at",1.24765473499277,2.64299748910439,4.09827317011889,8.90243744350187e-05,0.00074088805547666,0.861776473218709,"DRAIC","145837"
"211668_s_at",1.16366867017573,7.57941337894736,4.09800946606599,8.91102064076334e-05,0.000741151096052454,0.860863549614807,"PLAU","5328"
"216064_s_at",1.19785357979998,7.09573579901487,4.09430309099684,9.03250154749704e-05,0.000749127616208674,0.848036645303654,"AGA","175"
"203083_at",1.39493110237508,11.0673216513569,4.09325710225548,9.06707166784481e-05,0.000751386836435547,0.844418169966797,"THBS2","7058"
"204798_at",1.27962784788379,8.06166878001811,4.09307922916499,9.07296302535778e-05,0.000751723127685937,0.843802902363768,"MYB","4602"
"227497_at",-1.22273046344359,3.6534988807058,-4.09252535994998,9.09133133912486e-05,0.000752940719510151,0.841887172691448,"SOX6","55553"
"207414_s_at",-1.66215734224131,5.56390447732445,-4.09203211833108,9.10771906099019e-05,0.00075414562273191,0.84018129315686,"PCSK6","5046"
"209293_x_at",-1.52125713579095,3.53057881617733,-4.08845480597391,9.22742488654331e-05,0.000762360012451729,0.827813383192586,"ID4","3400"
"227498_at",-1.66890873081323,4.23188686979069,-4.08754060887701,9.2582575936999e-05,0.00076460341263257,0.824653910994696,"SOX6","55553"
"230381_at",-1.39824542310237,3.70079697029924,-4.08695001650198,9.27822877241045e-05,0.000765944217000036,0.822613078781965,"RHEX","440712"
"214329_x_at",1.08506453466233,9.77742267671947,4.08463295526092,9.3569813561951e-05,0.000771668671619919,0.814608284177107,"TNFSF10","8743"
"233203_at",-1.85444990604414,4.2423899443755,-4.07749590690283,9.60360726524393e-05,0.000788834760224483,0.789971522181272,"ROPN1","54763"
"211813_x_at",1.2843370725279,11.7599336577149,4.07743234106702,9.60583160022394e-05,0.000788859441088689,0.789752229807577,"DCN","1634"
"204913_s_at",2.07161787275333,7.00175150373019,4.07273023881218,9.77174812738689e-05,0.000800081390206414,0.773537264264119,"SOX11","6664"
"219476_at",-1.71199689669395,6.36467839334355,-4.06457474706606,0.000100660593847082,0.000821553939113404,0.745444213312131,"C1orf116","79098"
"214927_at",1.45195135160085,6.73577624722879,4.06260074492626,0.000101385638571237,0.000826648781860213,0.738650282087625,"ITGBL1","9358"
